candle_begin_time,open,high,low,close,volume
2020-08-14,11496.6,11829.2,11441.6,11738.3,35965.52798627
2020-08-15,11738.2,11979.4,11681.6,11852.2,40577.32574541
2020-08-16,11852.3,11977.7,11684.4,11860.6,35083.94747588
2020-08-17,11860.7,12450.0,11769.1,12408.2,51478.78989538
2020-08-18,12408.3,12443.9,11826.0,11935.9,44064.59879501
2020-08-19,11936.0,12084.0,11613.6,11727.2,44418.41932999
2020-08-20,11727.3,11859.0,11572.4,11852.7,37653.97532343
2020-08-21,11852.7,11879.0,11626.3,11723.9,35653.26918345
2020-08-22,11723.5,11764.9,11380.5,11581.8,44319.49954879
2020-08-23,11581.8,11690.7,11515.8,11651.8,29341.26359597
2020-08-24,11651.8,11822.4,11588.0,11762.7,32968.39915126
2020-08-25,11762.7,11786.0,11329.2,11418.2,37928.58087593
2020-08-26,11418.2,11500.0,11111.0,11476.1,47779.26799286
2020-08-27,11476.1,11586.0,11256.0,11325.9,44053.94199157
2020-08-28,11326.0,11532.7,11126.3,11529.8,41259.50461675
2020-08-29,11529.2,11577.5,11420.0,11501.7,33671.81940417
2020-08-30,11501.7,11664.2,11456.2,11615.6,30591.16644309
2020-08-31,11615.7,11774.9,11569.9,11741.4,27365.93950329
2020-09-01,11741.4,12044.1,11528.0,12039.1,38544.41051392
2020-09-02,12038.8,12050.9,11150.0,11327.1,50402.74844245
2020-09-03,11327.2,11460.1,10450.0,10668.1,49654.80806292
2020-09-04,10668.2,10789.0,9887.8,10423.0,62928.74313505
2020-09-05,10423.0,10626.5,9965.0,10273.6,41492.47328335
2020-09-06,10273.7,10298.0,9833.6,10174.5,44135.91717819
2020-09-07,10174.0,10345.9,9875.4,10145.2,30640.46334983
2020-09-08,10145.3,10437.7,9921.3,10098.7,38176.33162112
2020-09-09,10098.7,10292.0,9850.0,10245.4,38114.35200764
2020-09-10,10245.5,10483.4,10171.4,10415.1,37940.06030222
2020-09-11,10415.1,10441.9,10200.5,10316.7,36400.90625188
2020-09-12,10316.6,10398.1,10267.2,10360.4,33597.00532367
2020-09-13,10360.0,10579.8,10263.9,10280.7,42697.86902018
2020-09-14,10280.7,10699.0,10211.8,10696.4,37327.41740437
2020-09-15,10696.5,10930.0,10605.0,10786.3,44138.46612146
2020-09-16,10785.8,11015.3,10665.5,11002.0,44153.25951703
2020-09-17,11002.0,11091.9,10747.1,10838.2,49090.50367081
2020-09-18,10838.2,11039.2,10795.6,10896.6,30754.83401798
2020-09-19,10896.6,11178.7,10814.8,11091.0,29908.10421446
2020-09-20,11091.1,11118.5,10791.0,10835.5,34900.80786802
2020-09-21,10835.8,10988.3,10295.8,10418.6,32603.40250746
2020-09-22,10418.6,10531.8,10352.8,10451.7,47112.76370636
2020-09-23,10451.7,10572.9,10383.3,10451.6,45086.79559362
2020-09-24,10452.3,10555.4,10138.1,10544.4,41848.64790521
2020-09-25,10544.4,10797.8,10538.8,10646.8,39100.84459598
2020-09-26,10646.8,10821.0,10627.2,10720.8,38191.88471403
2020-09-27,10720.9,10800.0,10593.4,10755.2,34950.93436548
2020-09-28,10755.3,10956.0,10701.4,10903.1,34717.6182877
2020-09-29,10903.2,10916.2,10638.0,10725.5,42559.97462408
2020-09-30,10725.6,10863.5,10636.9,10777.7,44708.66251884
2020-10-01,10777.7,10922.0,10681.6,10716.2,39536.6364139
2020-10-02,10716.3,10716.3,10375.0,10511.4,46936.69344817
2020-10-03,10511.4,10578.0,10462.7,10541.6,42941.68834212
2020-10-04,10541.3,10638.6,10518.7,10591.8,35121.91859006
2020-10-05,10591.9,10775.5,10583.0,10724.1,35132.49499998
2020-10-06,10724.0,10800.0,10621.0,10734.1,34414.27647971
2020-10-07,10734.2,10750.3,10527.0,10629.9,31855.49102707
2020-10-08,10629.5,10947.4,10533.1,10893.8,35693.98722905
2020-10-09,10893.8,11099.0,10831.2,11084.0,41130.440554
2020-10-10,11084.0,11489.6,11015.4,11349.5,38344.63114221
2020-10-11,11349.5,11443.8,11265.3,11403.3,19310.29258149
2020-10-12,11403.2,11594.1,11143.9,11549.2,26069.20887342
2020-10-13,11549.3,11724.6,11304.5,11383.9,36169.91576432
2020-10-14,11383.9,11547.0,11283.8,11321.3,30720.62954366
2020-10-15,11321.4,11433.4,11253.2,11397.2,31434.18649871
2020-10-16,11397.3,11615.3,11180.8,11326.1,38758.26249851
2020-10-17,11326.2,11400.0,11209.6,11331.8,22248.30912849
2020-10-18,11331.8,11500.0,11290.2,11446.3,18387.30650649
2020-10-19,11446.4,11820.0,11404.8,11803.9,21793.2571417
2020-10-20,11803.8,11975.0,11650.4,11917.3,21536.71069906
2020-10-21,11916.5,12876.4,11843.1,12729.2,28949.89255057
2020-10-22,12729.4,13198.0,12625.0,12912.6,26735.11880986
2020-10-23,12913.4,13145.0,12780.7,12877.2,19664.52474097
2020-10-24,12875.2,13154.6,12703.0,13091.3,21521.75353337
2020-10-25,13091.4,13315.6,12759.0,12915.6,20426.39826199
2020-10-26,12913.9,13200.0,12881.9,12935.0,20328.86136568
2020-10-27,12934.4,13593.7,12723.0,13570.2,21116.99242184
2020-10-28,13569.1,13788.6,12870.0,13170.4,21435.75675193
2020-10-29,13170.0,13416.0,12908.1,13365.0,19352.65310031
2020-10-30,13366.8,13600.0,13051.0,13497.6,16777.72691726
2020-10-31,13497.6,13950.0,13320.1,13717.5,21750.46262994
2020-11-01,13714.8,13801.1,13471.2,13689.1,22087.08466022
2020-11-02,13689.1,13735.2,13074.0,13370.3,16845.26586579
2020-11-03,13369.2,13740.0,13188.2,13578.9,13924.47883774
2020-11-04,13576.6,13960.0,13398.4,13828.7,13669.53817341
2020-11-05,13828.7,15030.0,13799.7,14978.2,16424.86502452
2020-11-06,14978.3,15879.9,14700.0,15396.4,18717.43969032
2020-11-07,15390.6,15726.4,15160.5,15318.4,13349.9858871
2020-11-08,15321.6,15428.9,14350.0,15343.7,20670.29077747
2020-11-09,15343.8,15811.0,14893.3,14972.7,17038.27834225
2020-11-10,14967.4,15455.7,14808.1,15096.8,15948.32337647
2020-11-11,15096.1,15615.3,15044.6,15560.8,14049.29975234
2020-11-12,15560.9,16083.6,15339.8,16057.4,18179.03601244
2020-11-13,16056.5,16427.1,15802.0,15986.9,14541.40521971
2020-11-14,15988.6,16230.7,15595.1,15799.3,17298.2055501
2020-11-15,15799.2,16029.3,15557.5,15874.8,16714.36889557
2020-11-16,15874.8,16323.8,15639.2,16310.7,17690.8330723
2020-11-17,16310.7,17239.0,16297.7,17198.0,9004.55364439
2020-11-18,17199.0,18381.4,16990.0,17716.1,17057.72767318
2020-11-19,17720.1,18146.3,17188.8,18013.6,10886.09211532
2020-11-20,18011.6,18688.8,17643.5,18618.5,9712.9728679
2020-11-21,18618.5,18931.6,18208.6,18679.0,15840.56660023
2020-11-22,18678.9,18812.0,17580.0,18254.4,14630.57453194
2020-11-23,18253.6,18762.3,17990.3,18216.4,13503.11237296
2020-11-24,18216.4,19381.1,17990.0,19336.7,20517.43272127
2020-11-25,19333.3,19490.0,18526.2,19050.4,20121.98901331
2020-11-26,19051.3,19138.4,16358.0,16904.4,30649.54794171
2020-11-27,16904.3,17450.0,16135.1,16490.8,18415.20057959
2020-11-28,16499.5,17518.9,16468.7,17515.6,10002.87914867
2020-11-29,17516.1,18240.3,17516.0,18116.1,10801.9899919
2020-11-30,18116.3,19888.0,17931.1,19314.0,24731.97783846
2020-12-01,19314.3,19913.3,18066.0,19266.2,28164.46200403
2020-12-02,19266.2,19343.3,18323.7,18888.0,37452.22125125
2020-12-03,18889.2,19544.2,18770.2,19542.4,11446.87536544
2020-12-04,19538.0,19609.5,18684.7,18948.4,14355.49917398
2020-12-05,18947.9,19173.1,18505.0,19111.9,10930.92129131
2020-12-06,19112.0,19350.0,18854.4,19122.5,13759.49846031
2020-12-07,19123.9,19427.3,19018.2,19215.2,14657.35029513
2020-12-08,19215.3,19298.1,18610.5,18808.9,28068.45176752
2020-12-09,18808.6,18932.5,17652.0,18352.6,33260.2811554
2020-12-10,18351.5,18632.2,17907.2,18135.8,20555.41668451
2020-12-11,18134.4,18436.2,17565.0,18106.3,19046.28769318
2020-12-12,18103.3,18524.0,17875.3,18399.8,14677.41695241
2020-12-13,18399.9,19422.1,18365.9,19220.7,17941.79150316
2020-12-14,19220.8,19400.0,18990.3,19204.3,17016.56827521
2020-12-15,19203.5,19580.0,19041.0,19408.8,20002.70869732
2020-12-16,19408.8,20800.0,19275.9,20666.2,32784.62605624
2020-12-17,20666.3,23819.3,20553.6,23337.0,38950.96698905
2020-12-18,23337.3,23699.9,22332.0,22560.1,23034.39863412
2020-12-19,22558.0,23660.6,22466.4,23560.9,19564.00664772
2020-12-20,23556.8,24193.4,23079.1,23877.8,18972.73593255
2020-12-21,23875.2,24299.2,21928.9,23102.7,27009.02323235
2020-12-22,23102.0,23660.0,22372.6,23344.0,18333.29224081
2020-12-23,23344.0,24150.0,22806.0,23452.1,20625.61648037
2020-12-24,23452.2,23687.6,22604.2,23234.6,15324.68394829
2020-12-25,23234.7,24688.0,23109.4,24025.7,16243.90551642
2020-12-26,24025.8,25693.0,23993.1,25625.6,16132.31649673
2020-12-27,25627.0,28415.9,25570.2,27362.7,26205.46232193
2020-12-28,27362.8,27510.3,25837.1,26910.0,16966.7674222
2020-12-29,26910.7,27240.7,25840.0,26618.9,13164.68086682
