candle_begin_time,open,high,low,close,volume
2018-08-01,7753.3,7832.2,7469.1,7602.1,34928.82277809
2018-08-02,7597.8,7931.0,7440.7,7511.6,22756.26142256
2018-08-03,7511.6,7593.0,7279.0,7467.3,32537.53646087
2018-08-04,7467.3,7529.0,6960.0,6989.4,28392.28520862
2018-08-05,6989.4,7085.0,6877.4,7002.0,24952.92829846
2018-08-06,7003.9,7151.0,6887.3,6972.9,25526.31712785
2018-08-07,6972.9,7147.2,6845.0,7113.6,24039.49685884
2018-08-08,7113.6,7136.8,6393.5,6472.3,71008.70948212
2018-08-09,6476.2,6540.2,6120.0,6444.0,77974.27119982
2018-08-10,6448.1,6623.0,6301.0,6451.9,122977.7972218
2018-08-11,6451.9,6458.4,5988.4,6110.8,111697.44079066
2018-08-12,6111.2,6474.7,6058.4,6319.6,80841.34345389
2018-08-13,6319.3,6526.0,6223.4,6287.4,77315.44326003
2018-08-14,6286.6,6328.3,5880.0,6029.9,194558.1664642
2018-08-15,6030.2,6475.4,5981.8,6431.2,60903.77145031
2018-08-16,6431.2,6600.0,6214.9,6403.5,49416.16206381
2018-08-17,6403.5,6555.8,6233.8,6475.7,45459.97758408
2018-08-18,6475.7,6616.0,6303.2,6356.9,31192.35091165
2018-08-19,6357.0,6465.9,6300.0,6406.4,22333.72474604
2018-08-20,6411.0,6549.2,6330.0,6424.6,23547.21770082
2018-08-21,6425.5,6505.2,6228.0,6416.7,32990.98460967
2018-08-22,6416.7,6875.7,6374.1,6471.0,29774.22359568
2018-08-23,6471.0,6489.8,6254.5,6433.2,31486.134023
2018-08-24,6429.2,6575.5,6358.9,6506.7,29084.64312237
2018-08-25,6504.5,6785.0,6498.2,6738.6,24564.04442231
2018-08-26,6738.6,6780.0,6568.8,6675.2,20456.28238517
2018-08-27,6675.9,6776.2,6631.2,6752.4,22152.63974675
2018-08-28,6752.0,7096.4,6714.8,7051.3,25389.48303115
2018-08-29,7052.1,7132.3,6900.0,6975.9,25227.16660815
2018-08-30,6977.8,7074.0,6809.0,6866.1,23217.66138532
2018-08-31,6866.1,7026.7,6800.0,6958.1,19717.55239855
2018-09-01,6958.1,7217.9,6950.9,7173.8,19829.84035408
2018-09-02,7175.3,7345.6,7128.2,7219.1,24051.97855091
2018-09-03,7219.1,7333.4,7195.1,7288.0,20445.59391957
2018-09-04,7287.7,7405.0,7240.5,7379.7,22116.94212549
2018-09-05,7379.7,7414.8,6933.3,6993.4,31533.36744256
2018-09-06,6993.4,7002.2,6301.3,6423.3,62725.09883215
2018-09-07,6424.1,6550.0,6320.0,6374.5,39723.88414672
2018-09-08,6377.2,6478.9,6357.0,6430.5,25071.25261547
2018-09-09,6430.4,6447.8,6101.0,6371.2,29402.70690989
2018-09-10,6369.5,6397.0,6201.7,6295.0,24139.61415847
2018-09-11,6297.3,6400.0,6167.8,6255.6,22015.01113987
2018-09-12,6254.7,6321.1,6189.8,6272.0,21941.08011684
2018-09-13,6272.0,6532.0,6264.4,6483.2,23993.47525329
2018-09-14,6482.9,6584.6,6388.0,6480.1,22661.54548462
2018-09-15,6480.1,6564.4,6453.5,6536.8,16407.50337908
2018-09-16,6537.0,6556.5,6376.0,6481.0,15672.17369784
2018-09-17,6482.7,6534.9,6221.9,6263.7,23117.89589023
2018-09-18,6264.5,6392.7,6205.0,6361.3,24644.67460683
2018-09-19,6360.6,6375.6,6252.0,6330.1,22701.64816654
2018-09-20,6330.6,6527.4,6119.8,6417.3,27658.47867047
2018-09-21,6420.8,6775.3,6340.0,6683.7,35953.79167059
2018-09-22,6683.7,6838.0,6637.9,6686.5,25865.49986836
2018-09-23,6686.5,6785.0,6636.0,6687.7,19275.54942593
2018-09-24,6686.6,6730.0,6577.0,6607.5,19334.12467447
2018-09-25,6610.3,6662.0,6366.8,6405.1,28120.3286025
2018-09-26,6403.5,6564.2,6330.0,6541.1,22970.98454584
2018-09-27,6541.1,6550.0,6434.0,6498.0,19593.19535587
2018-09-28,6495.2,6816.3,6493.9,6669.6,32356.88430819
2018-09-29,6670.2,6700.0,6468.5,6587.8,23943.77067946
2018-09-30,6587.8,6660.0,6550.2,6602.8,16668.24911112
2018-10-01,6604.3,6661.6,6500.9,6568.7,17925.4397812
2018-10-02,6567.3,6648.6,6529.6,6561.6,17066.18324171
2018-10-03,6561.6,6588.7,6430.6,6511.5,19618.65048594
2018-10-04,6508.4,6645.0,6450.0,6597.4,18259.55394517
2018-10-05,6599.9,6628.6,6550.0,6594.0,14764.46439212
2018-10-06,6594.0,6690.5,6567.3,6600.0,15855.9982779
2018-10-07,6599.0,6611.6,6531.7,6580.2,14516.30304563
2018-10-08,6580.2,6698.2,6576.6,6672.1,19988.93920399
2018-10-09,6669.6,6698.0,6610.5,6638.2,12618.46674423
2018-10-10,6640.3,6670.0,6527.7,6590.5,10177.19896229
2018-10-11,6590.1,6645.0,6218.4,6291.2,26085.94626499
2018-10-12,6291.2,6359.6,6206.6,6339.6,11162.43178369
2018-10-13,6337.4,6343.7,6280.0,6328.9,5811.57134319
2018-10-14,6327.2,6406.3,6298.2,6379.3,4184.72297976
2018-10-15,6382.0,8100.0,6300.0,6908.1,61193.49127054
2018-10-16,6907.8,6957.8,6650.0,6715.0,27354.69264291
2018-10-17,6713.9,6800.0,6674.9,6747.9,18699.13391722
2018-10-18,6744.6,6791.6,6679.1,6708.0,18454.18386048
2018-10-19,6708.0,6714.6,6550.0,6571.6,20505.61596106
2018-10-20,6569.5,6612.8,6505.0,6574.8,14993.24245811
2018-10-21,6574.8,6658.7,6561.4,6645.3,15956.2511215
2018-10-22,6646.5,6647.6,6545.2,6562.8,16352.20643386
2018-10-23,6564.6,6595.1,6520.1,6556.3,17916.27962602
2018-10-24,6558.1,6625.0,6543.7,6581.8,16947.48514701
2018-10-25,6581.6,6602.9,6508.8,6545.7,17073.99435982
2018-10-26,6545.7,6598.0,6515.4,6540.1,16516.2068215
2018-10-27,6541.3,6557.9,6480.0,6497.6,15045.14079999
2018-10-28,6495.1,6514.0,6483.6,6488.6,29303.2828179
2018-10-29,6488.1,6506.2,6311.0,6379.5,21113.63966432
2018-10-30,6382.3,6389.3,6317.1,6353.5,17958.05749116
2018-10-31,6353.5,6419.4,6250.0,6392.1,18756.7528263
2018-11-01,6395.0,6395.0,6354.6,6364.8,16901.69792666
2018-11-02,6366.9,6452.8,6360.2,6429.0,18840.27579054
2018-11-03,6426.2,6439.9,6345.0,6373.2,16191.42483132
2018-11-04,6371.0,6500.0,6356.0,6482.7,17743.75441919
2018-11-05,6481.7,6519.3,6445.0,6472.8,19625.08677112
2018-11-06,6472.8,6515.3,6436.2,6500.2,18846.84032453
2018-11-07,6500.2,6616.3,6473.0,6548.9,23349.33880708
2018-11-08,6548.9,6595.2,6505.4,6536.3,19375.3046946
2018-11-09,6536.3,6536.6,6398.3,6426.4,21578.83961329
2018-11-10,6427.9,6640.0,6391.3,6454.2,17675.44099351
2018-11-11,6454.2,6469.0,6357.0,6381.8,17599.65259306
2018-11-12,6381.8,6487.7,6366.8,6452.6,20804.89059124
2018-11-13,6452.6,6470.9,6392.6,6460.4,19864.32944771
2018-11-14,6460.4,6499.0,6212.5,6233.9,27019.06571274
2018-11-15,6233.2,6269.4,5417.0,5679.9,88917.46143373
2018-11-16,5679.4,5778.5,5566.0,5646.8,36740.02793278
2018-11-17,5647.3,5682.5,5550.0,5599.6,17835.57569752
2018-11-18,5599.6,5685.7,5593.0,5644.0,13183.69960636
2018-11-19,5643.9,5744.9,5166.0,5217.2,39726.40573717
2018-11-20,5217.2,5252.0,4401.0,4947.8,70957.43956334
2018-11-21,4949.0,4969.1,4337.0,4631.8,59349.53804602
2018-11-22,4634.9,4721.3,4467.3,4561.4,31797.36297328
2018-11-23,4559.5,4580.0,4223.5,4406.7,40442.90332607
2018-11-24,4404.4,4525.8,4295.6,4372.0,22447.02488661
2018-11-25,4374.4,4374.4,3700.0,3883.6,76278.77432598
2018-11-26,3883.6,4230.0,3814.4,3835.0,57598.72722039
2018-11-27,3838.5,3987.5,3681.9,3779.0,65064.85703228
2018-11-28,3782.3,4282.8,3743.6,4249.2,51478.59768879
2018-11-29,4246.5,4444.0,4130.0,4268.2,51428.06222195
2018-11-30,4269.9,4384.5,3940.0,4029.1,53821.59802361
2018-12-01,4029.1,4230.0,3950.0,4217.2,39703.60001871
2018-12-02,4219.2,4310.4,4101.0,4174.5,42400.79225862
2018-12-03,4174.5,4243.7,3855.0,3882.0,44008.73427311
2018-12-04,3881.0,4089.9,3770.4,4022.2,42499.84859655
2018-12-05,4024.9,4026.2,3828.0,3878.5,34631.38618694
2018-12-06,3877.7,3895.8,3628.8,3689.9,57543.42666594
2018-12-07,3691.1,3715.0,3317.4,3319.9,66405.4492807
2018-12-08,3318.1,3549.8,3226.0,3362.7,64634.29626546
2018-12-09,3363.5,3587.7,3276.8,3576.4,48332.68613091
2018-12-10,3578.7,3656.0,3415.0,3430.0,40942.8831744
2018-12-11,3430.4,3521.5,3341.7,3350.9,40677.5066097
2018-12-12,3351.3,3482.4,3324.6,3458.4,32914.88809084
2018-12-13,3458.4,3492.9,3366.3,3417.2,27754.95325488
2018-12-14,3415.6,3424.0,3247.2,3262.1,42042.09830406
2018-12-15,3262.1,3277.3,3155.2,3171.9,35345.96051675
2018-12-16,3171.9,3300.0,3164.5,3243.3,30676.58349198
2018-12-17,3243.7,3451.5,3218.1,3422.5,44099.10964316
2018-12-18,3422.5,3590.0,3419.9,3511.0,60393.20808313
2018-12-19,3513.1,3911.8,3482.7,3749.4,71348.95382133
2018-12-20,3749.4,4063.5,3634.3,3987.0,73347.59524328
2018-12-21,3988.5,4139.0,3862.0,3944.4,80238.53038348
2018-12-22,3945.1,3979.7,3765.0,3828.8,47549.63220819
